Cor_SCNA_Pro.correlation	Cor_SCNA_Pro.cor.pvalue	Cor_SCNA_mRNA.correlation	Cor_SCNA_mRNA.cor.pvalue
C1orf123	0.19687616089059	0.0297426076181092	0.373549894663341	2.25540895879993e-05
LRP8	0.145025880209692	0.122001438563802	0.410423152219862	1.37116026147665e-05
NDC1	0.183503050689539	0.0430518997410917	0.364367302089295	3.69296855136537e-05
YIPF1	-0.0724026677465835	0.428056476739942	0.214061194577816	0.017906048082147
HSPB11	0.211893758479193	0.0191283362510119	0.354313889298807	6.22994857631432e-05
LRRC42	0.484736216200347	1.53377081028093e-08	0.650042279853171	7.16837115059356e-16
TMEM59	0.036153396363638	0.69258775951702	0.183819604892229	0.0426872746003384
MRPL37	-0.0895331078730805	0.326732668394452	0.568530973502896	8.43511662321413e-12
SSBP3	0.0913846135730376	0.316787388624834	0.468590698473271	5.23109476438803e-08
ACOT11	0.312053688549423	0.000466900906537115	0.274994515090361	0.00226852728327313
TTC4	0.552975354400966	3.98803135011012e-11	0.595844067259704	4.49190610084168e-13
PARS2	0.417520028043495	1.71350775726126e-06	0.538433026334602	1.58776420867897e-10
DHCR24	-0.01737528682887	0.849344423450732	-0.0749454722525018	0.411969491701362
PCSK9	0.0298785461734006	0.828563762288255	0.0965446152739207	0.313452866729801
USP24	0.438445769258079	4.39315116680952e-07	0.497204376507388	5.68879064146619e-09
PRKAA2	-0.00758613836958045	0.933907017337802	0.0149515892381503	0.870160411324667
C8A	-0.0156599707858282	0.864066604254533	-0.368233111744096	0.265166923313023
C8B	-0.0398338972862771	0.663110016157643	-0.0261216205983526	0.863186695876766
OMA1	0.141024582927067	0.18743191741369	0.0718094786265914	0.431860542445117
TACSTD2	0.0493132224366367	0.58960850327192	0.0962397290305049	0.291649742965764
MYSM1	0.265378852371452	0.00573474564821289	-0.00313121010774178	0.972694232375338
JUN	0.34977578402997	0.000127252272012052	0.0306628576572568	0.737417940319276
FGGY	-0.00121291605548175	0.989421012732507	0.193427695020108	0.0327865127834569
HOOK1	0.113359321097742	0.213788022600436	0.0174457639393396	0.848740605950445
CYP2J2	-0.0143385621294066	0.914165777492613	0.241223445011003	0.00743693350965639
NFIA	0.12540150330621	0.168733324697763	0.0237448247248991	0.795167076561241
KANK4	0.121454074293713	0.182652255620119	0.205600540641938	0.0230935962395044
USP1	0.277224428984237	0.00199250054124304	0.414360751389777	2.08799712083902e-06
DOCK7	0.359115464164637	4.86365369283055e-05	0.434126073978177	5.86227404911778e-07
ATG4C	0.15101724756435	0.0968329067673256	0.311275070075872	0.000483258607069771
ALG6	0.194914084188395	0.0960781071425335	0.227730686675409	0.0116453470102467
EFCAB7	0.0722983360027537	0.428724147102309	0.166224654511722	0.0684260931951478
PGM1	0.312809646891584	0.000451508701480627	0.454513312389391	1.44964388933639e-07
CACHD1	-0.0165005258838132	0.908505556312988	0.150314545981034	0.0984142972917875
RAVER2	0.318725585409592	0.000346259565926729	0.549452486209969	7.93970052863258e-06
JAK1	0.23127100917313	0.010376581001148	0.401977846334502	4.44525812304904e-06
AK4	0.208075286607541	0.0214573211335045	0.265813032955367	0.00308433978551189
DNAJC6	0.0454357748387113	0.728063233225412	-0.0311821585502212	0.734213553575251
SGIP1	-0.0433201904971197	0.699170653129222	0.119194688714844	0.190987882538466
MIER1	0.391342027937339	8.30727234119945e-06	0.326689418937382	0.000240139484679753
SERBP1	0.111954387622646	0.219555710084042	0.361879294993411	4.21006333506078e-05
GNG12	0.173092355115674	0.0565719614800797	0.126396127991363	0.165353530942088
WLS	0.174323071928333	0.0984066214820568	0.0934923118303026	0.30570725099225
LRRC40	0.510400711169369	1.90514063514937e-09	0.316031170041054	0.000770080643432233
SRSF11	0.414326870634018	2.09240515782423e-06	0.423509133656333	1.29824391155322e-06
ANKRD13C	0.103284416812646	0.401941134029783	0.372961085544699	0.000143578878412005
CTH	0.271718959149682	0.0024657610391157	0.281065405320577	0.00179121171273732
ZRANB2	0.0638364998741433	0.484832361449088	0.278566017758106	0.0018904268059156
NEGR1	-0.179601733038679	0.0628980708914072	-0.0654335927514215	0.473951017033736
FPGT	0.143839031037976	0.113962724219217	0.24129153434522	0.00741967009445393
CRYZ	0.103088451337317	0.258501207873468	0.204170375553979	0.0240871303772884
TYW3	0.177149006687777	0.0582294331109541	0.308863897819431	0.000537320504517394
ACADM	0.186634975234905	0.0395564045445223	0.209341201066358	0.020659556106008
RABGGTB	0.233409416076236	0.00967052436088624	0.332284459460251	0.000184574594689636
PIGK	0.0464702265308438	0.611263182165036	0.222956694168944	0.0135703276050626
AK5	-0.0754718036813435	0.408684463768099	-0.0416243122930606	0.65170517945426
ZZZ3	0.420216836151045	1.4451581784708e-06	0.295511793845	0.000951265682468176
USP33	-0.00367978000077632	0.967912777344452	0.338907772899436	0.00013428483339735
NEXN	-0.0431480020094882	0.636998942697052	0.219635379872929	0.0273242121542835
FUBP1	0.312114408898886	0.000465646941638676	0.387578378291894	1.03116702615049e-05
DNAJB4	0.174157004171753	0.0550460594831172	0.149750777307105	0.171337422414252
GIPC2	-0.120383612352957	0.372398013829992	0.0477145217559779	0.603267212806098
IFI44L	0.0584898933517494	0.522211939506183	0.0613590866506308	0.501972534600822
IFI44	0.0483820321948964	0.596662743350563	0.0939908775182932	0.303123872104815
PRKACB	-0.00814612525110968	0.929040507771468	-0.0382978536293705	0.675353091688392
RPF1	0.22626174312044	0.0122104434143031	0.34840736970807	8.4024464287165e-05
GNG5	-0.099056924946078	0.277687706297143	0.350557525421664	7.540628828216e-05
CTBS	0.106112238851731	0.244720024517718	0.353725039991261	6.42025758410067e-05
SSX2IP	0.23933817265074	0.0293180088434324	0.346189577579656	9.38703123032832e-05
MCOLN3	0.0183433634985224	0.841058141219768	0.0128304554883543	0.888451510265946
SYDE2	-0.0731322394200786	0.423404317585574	0.0274508036173608	0.764070930119377
C1orf52	0.280178725493375	0.00177401435821228	0.30388822063948	0.000666878868922737
BCL10	0.416735012620266	1.80010576696986e-06	0.375367528205189	2.04202965908968e-05
DDAH1	0.158853729238931	0.0805247947319459	0.244781659351195	0.0065809643547028
CYR61	0.198333081731622	0.0285306416643679	0.0833313297284353	0.361485716437014
ZNHIT6	0.200762547850185	0.0266030664817866	0.330103523882068	0.000217600517934127
COL24A1	-0.0665334939484205	0.500087452172257	0.0888153531502482	0.330641340531968
ODF2L	-0.0156235492771029	0.90568662139273	0.429128341674952	8.14473123682501e-07
CLCA2	0.0804612109110652	0.410020027546581	0.0357901076907732	0.705398214412974
SH3GLB1	0.42720159415639	9.23264035366026e-07	0.413839179948077	2.15684179130338e-06
HS2ST1	0.335659929556514	0.000157093084333702	0.341311184065778	0.000119433356885257
LMO4	0.064672744519764	0.512176592591999	0.191865967826059	0.0342493608221204
PKN2	0.384362826295454	1.23771927697552e-05	0.22620797865345	0.0122315738061622
GTF2B	0.516486892257543	1.13215344299328e-09	0.343674457747384	0.000106333382255955
RBMXL1	0.405805575010303	3.5306353017841e-06	0.198029672852838	0.0287795150788222
GBP3	0.108620427806751	0.23368175257875	0.292543627074733	0.00112947370804907
GBP1	0.188427438143219	0.037665147654835	0.236834396846471	0.00862758687448971
GBP2	0.138030580604875	0.129476433813949	0.188396676533879	0.0376969522946638
GBP7	0.14869275281584	0.112747803393482	-0.349166748886908	0.0944542415570081
GBP4	0.168643832015845	0.0633283470855278	0.185188099701684	0.0428724134574222
GBP5	0.114554818012317	0.208965814917352	0.116392906511447	0.20170424428813
LRRC8C	0.0459109906649862	0.615563422238743	0.281671919556226	0.00167207099656252
LRRC8D	0.37537370007268	0.00024602384913149	0.368693406769978	2.93287354788669e-05
ZNF326	0.311818237202266	0.000471792798885612	0.353213555991013	6.58995844851992e-05
ZNF644	0.519896277000722	8.42039583512884e-10	0.413977034973493	2.13843929845806e-06
TGFBR3	0.0444817835702408	0.626612422986617	0.1282537003461	0.162709700409265
BRDT	0.0853545776787376	0.384328509150036	0.0843301837223675	0.478109500438445
KIAA1107	0.0752320779773079	0.426302562452067	0.171261081012467	0.0592778566497283
GLMN	0.482287184148636	1.85508611226398e-08	0.501482625404444	4.01051686863167e-09
RPAP2	0.282092075722688	0.00164436152523751	0.483429542056871	1.69790728569033e-08
EVI5	0.217028035874678	0.0203730800109335	0.315051240599149	0.0004085735760819
RPL5	0.151409940564122	0.0959579536025954	0.575046972862063	4.29412334207708e-12
MTF2	0.298568023479225	0.00125257706709763	0.571648038496952	6.11824966247149e-12
TMED5	0.0337892277572469	0.71177169616995	0.373321728660465	2.28362794313786e-05
CCDC18	-0.0136530081056561	0.898950450404054	0.538022730687582	9.60230056455039e-05
DR1	0.560430136550435	1.91336817290998e-11	0.369639747921969	2.78746162894442e-05
FNBP1L	0.361411697906793	4.31452078209163e-05	0.335204105129176	0.000160567974427644
BCAR3	0.183770253672605	0.042743949908545	0.118287581084294	0.214177337491602
DNTTIP2	0.296672491909154	0.000906150063154013	0.559061716520983	2.19251005019909e-11
GCLM	0.2898454393907	0.0012024560028467	0.31846790119816	0.000350325605975205
ARHGAP29	0.209328414906372	0.0206674843548131	0.193326738838035	0.0328794531320149
ABCD3	0.120422202802041	0.186425519322745	0.248518028252174	0.00577739532456719
F3	-0.0960470613156359	0.37617924355413	0.106429550960439	0.243303942133195
CNN3	0.0563209369328197	0.537782071463523	0.28333458026861	0.00156484156321697
PTBP2	0.357380850178848	5.32113774062276e-05	0.447747257276626	2.32833019190239e-07
DPYD	0.16072629529365	0.0769738511000945	0.238884227873987	0.00805204049488159
SNX7	0.132337308419081	0.146205766386284	0.168373799529371	0.0637588055066962
PALMD	0.125555580888671	0.168206435745783	0.113681391222159	0.212481174140389
AGL	0.156348560872962	0.0854794781468779	0.18166901891956	0.0452159543738567
SASS6	0.14605304795916	0.108445041079789	0.483203911003909	2.27227362395164e-08
TRMT13	0.265068957529659	0.00317145608237757	0.463404307806845	7.65597356670456e-08
DBT	0.392885036628151	7.59696615877318e-06	0.391990073010406	8.00163919466639e-06
RTCA	0.475986154998132	3.00566414707404e-08	0.532838569029536	2.65515739502331e-10
VCAM1	0.252996030537859	0.00493024162789546	0.280920870452269	0.00172266187251857
EXTL2	0.241295513335651	0.0100341904168937	0.348078134799647	9.14655589844238e-05
DPH5	0.412214787865532	2.38530642311637e-06	0.4979844120334	5.33942777706955e-09
COL11A1	-0.0768436425592543	0.400195014540936	-0.0613741319192947	0.50186749582462
PRMT6	0.23708485060212	0.00855537080593341	0.396610644928467	6.11092752117405e-06
RNPC3	0.190992344266295	0.0350914300129417	0.265862646522209	0.00307860838747985
VAV3	0.195026172053129	0.0313443000652136	0.116126945887529	0.202743557442566
SLC25A24	0.272733911792997	0.00237153472729686	0.129753972203711	0.15431482484988
FAM102B	0.0901546338202099	0.323372074777162	0.122582980760624	0.178588539538593
PRPF38B	0.341757051019045	0.000116852267470454	0.462581797270246	8.12796233100574e-08
STXBP3	0.36018746966957	4.59961623608051e-05	0.302910245352199	0.000695494356711202
CLCC1	0.130351803984358	0.152408875833545	0.265375889460311	0.00313525568230589
WDR47	0.135597132292232	0.136437871923283	0.0693288359464929	0.447976690024131
KIAA1324	-0.0709716226211938	0.437266447343451	-0.0242935992900217	0.790540792235445
SARS	0.331890781403216	0.000188055217275762	0.518576829639118	9.44624716509856e-10
CELSR2	0.0446443392526389	0.625351487592384	0.12337081795434	0.175792180653802
SORT1	-0.0684884015471939	0.453512348628399	0.15844904001659	0.0813092093127455
PSMA5	0.244301540966441	0.00669110711608273	0.34932614104007	8.02351502575024e-05
ATXN7L2	-0.0382547615383538	0.734560220163003	0.325177946100167	0.000257611274215543
GNAI3	0.287437183546047	0.00132647213090991	0.406391824315489	3.40738091312394e-06
AMPD2	0.267100213756199	0.00293871124973421	0.320358963920404	0.000321483457737748
GSTM1	-0.00795839405687551	0.930671683828509	0.0798775475808507	0.381795772985125
GSTM2	0.114626973945422	0.208677274291315	0.0852415980172128	0.350545258930316
GSTM4	0.00979392158181356	0.9147363619551	0.0906789755114068	0.320554320256169
GSTM5	0.004943018631093	0.956906723913082	0.0330466071979098	0.71896848835261
GSTM3	0.00755054001606008	0.93421646562345	0.0597330054205999	0.520526971102592
CSF1	0.0366022150591651	0.760178199497772	0.163674346713596	0.0716398720728604
AHCYL1	0.146122622805203	0.108275094165007	0.2928138582033	0.00106417788416629
STRIP1	0.224155442186995	0.0130625484793361	0.24138167949451	0.0073968692351106
RBM15	0.343291959084528	0.000108358581548419	0.161480987887787	0.0768129268515924
LAMTOR5	0.146023938545299	0.108516206967064	0.474559535652955	3.34816827830293e-08
LRIF1	0.441901100746579	3.47778542618909e-07	0.192179885479224	0.0339509754512757
DENND2D	0.185410969512204	0.0408930909668571	0.328906593874131	0.000259969728720221
CHI3L2	0.303436625890102	0.00858638588892838	0.28389079249924	0.00153039036270742
WDR77	0.292432471937444	0.00108109154567283	0.520903955398911	7.71007620010614e-10
ATP5F1	-0.00732047259605167	0.936216623388014	0.440704640413795	3.77195429607865e-07
RAP1A	0.184375017728106	0.0420537496603069	0.200185986792989	0.0270501687225653
DDX20	0.180173780720026	0.0470465755745956	0.338954208247604	0.000133982302862225
CTTNBP2NL	0.121532193459218	0.18236888912908	0.0746628900354426	0.413739552545665
CAPZA1	0.227933723295026	0.0115690702270292	0.571907008670298	5.95627060420669e-12
MOV10	0.414078498957376	2.124989928495e-06	0.423324403272939	3.31343036127426e-06
RHOC	0.134819030860078	0.13872295692305	0.27761404153362	0.00196235431753088
SLC16A1	0.217990326287146	0.0158618934868717	0.152553356820258	0.0934458755696599
MAGI3	0.0400252244832952	0.661591159382728	0.0470319594842093	0.606957024611234
RSBN1	0.550082294479228	5.27755067828264e-11	0.361876172024686	4.21075305476416e-05
AP4B1	-0.10159496523594	0.282120207958298	0.343355170255642	0.000108021440415562
HIPK1	0.160872446839609	0.0887199040157782	0.302103348579885	0.000719947739829551
OLFML3	-0.111370523184779	0.221984806049185	0.0840633899712037	0.357268336115399
TRIM33	0.215011803630766	0.0215995899330718	0.317232629371213	0.000370436587450924
DENND2C	0.359627068492911	0.00514992923202687	0.185298695650048	0.0410175709197385
NRAS	0.124011824773686	0.173540879940107	0.557936320290993	3.58805016940247e-11
CSDE1	0.286024449364653	0.00194325646437781	0.572089679597182	8.75870706026209e-12
SIKE1	0.0679277515010017	0.457226252102577	0.446499093787827	2.53818209492841e-07
VANGL1	0.162877692193448	0.0730508930296071	0.253318896896454	0.00487368323181752
CASQ2	0.226989661236191	0.112913399457644	-0.059541396180024	0.516511080908918
ATP1A1	0.102021835241525	0.263486746390375	0.293995844380715	0.00101328303956951
CD58	0.136543328125043	0.162811710807304	0.301009111152189	0.000835656129389883
IGSF3	0.196717434998497	0.0298772491458193	0.294887108233581	0.00097638841345437
CD2	0.00430346734507414	0.963431386543254	0.00861508770836996	0.924967044395723
PTGFRN	0.167305483145653	0.0654852621787929	0.218673298049904	0.0155280622455954
TTF2	0.304614083063992	0.000646343456336003	0.378944652622414	1.81839082471414e-05
VTCN1	0.172099596946649	0.0580259822288074	0.151508139204427	0.0971397278235628
MAN1A2	0.152396377962664	0.0937876393721258	0.28018212378495	0.00177377608137593
GDAP2	0.176851407780972	0.0513351802943676	0.323393813962457	0.000279746741426336
WDR3	0.200188220306225	0.0270484244329757	0.531078577003215	3.11530508894648e-10
SPAG17	-0.178652343224676	0.219374814211028	0.231658611656592	0.105501600947448
WARS2	0.205696089595376	0.0230284894402385	0.230496115807448	0.0106433959742442
PHGDH	0.259234928563711	0.00393497586436654	0.32902155767154	0.000215322799824435
HMGCS2	-0.0945518464448185	0.30023432609852	-0.23430944349136	0.0133154789591419
NOTCH2	0.0582545459177712	0.523890276998958	0.0848438324980833	0.352806071866169
ACP6	-0.0123320609517789	0.892758188959619	0.162393055765936	0.0739202007009623
BCL9	0.469120906735556	5.02953610932439e-08	0.306683313466273	0.000590947855944616
BOLA1	0.491975291134712	8.66502455772509e-09	0.527241998536063	4.39980265279496e-10
CHD1L	0.346479355619545	9.25253848643861e-05	0.347874111190264	8.62997153997902e-05
FCGR1A	-0.0797393084717144	0.382622819076229	0.0177346643447372	0.854097882839359
FMO5	-0.143036362496179	0.130693111534534	-0.0821433905210388	0.393588051093876
GPR89B	-0.0212716661659229	0.816102461225728	0.22020503070686	0.014801485708312
HIST2H2AB	0.209167936089997	0.0207672145888369	0.0682138760119526	0.634343497907404
HIST2H2AC	-0.0632540985425363	0.488833385008473	-0.00282221919067292	0.976332557708882
HIST2H2BF	-0.0888414461751546	0.330498724736317	0.0586457850925446	0.5917081639409
HIST2H3A	0.371748904750305	0.000742822074493958	-0.00558849876098331	0.972336937794535
HIST2H4B	0.0835737692236576	0.360085628263821	0.100235404508753	0.293009586093482
LIX1L	-0.0946765294483514	0.299594556104576	0.0758335609669208	0.406435560121908
PDE4DIP	-0.036604749175866	0.688946863133471	0.274988109606435	0.00269459979222613
PDZK1	-0.0968423288851574	0.288624773898312	-0.189776952918866	0.0413098441463154
PEX11B	0.0195636826918638	0.8422226531341	0.282172606345512	0.00171470342534165
PIAS3	-0.0220399449743618	0.822561350716056	0.0160244573315713	0.861511390608732
POLR3C	0.393461035135283	7.34682214593976e-06	0.429837079056461	7.77612747653081e-07
POLR3GL	-0.175441426769114	0.0532504287711708	-0.0747184406219874	0.413391239816904
PRKAB2	-0.0298930180110283	0.743778919344172	0.255624805198042	0.00605091678998243
RBM8A	0.308986354338321	0.000534446001458808	0.27803596186419	0.00193017506596279
RNF115	0.232858988874695	0.00984809971740349	0.242733893766451	0.00706221742751393
